Seriation_Number	Assemblage	0-4474100-672762	0-4368169-2	0-2-4879577	0-5044537-672762	1-2104078-0	4657596-1-4416243	7086496-2104078-7196400	1611389-8175911-0	3-7872009-555177	1611389-5042352-7036715	1611389-8121329-7036715	1611389-6057028-0	208094-2104078-0	911775-1-4	2595751-2104078-0	6156290-2-2	7647450-2-2	3860361-1-9144974	7504084-9473803-4879577	1611389-4838428-0	7805722-2-2	3-7872009-4	5929802-609178-4881353	3933815-0-0	0-3439552-2	7423614-2-5236956	1-5127373-0	0-2-4024919	1611389-2104078-2159813	7423614-2-2	3860361-1-5924462	1611389-8168928-0	1-2104078-1115157	1-2-0	3455756-609178-2987195	1611389-8739812-0	6612971-2-8339083	6612971-2238207-2	5929802-609178-882008	6612971-8350744-2	198580-2104078-0	4579966-2-2	1-2104078-4379945	0-7613492-2	1611389-2104078-7196400	0-4474100-911458	2-2-2	3860361-1-3165115	3860361-1-7019667	0-9906468-2	5929802-3730145-882008	0-7883121-2	0-2-2	1-4755279-0	1-9640355-0	0-9473803-4879577	4-2-2	8542170-609178-3	8542170-609178-4881353	0-2-6394737	3-4-3	0-2456051-2	4352848-609178-3	1-5443363-0	7423614-3226426-2	1-0-0	0-5372063-2	1611389-5042352-0	0-2-3162151	1-4904040-2987195	4333501-2-7900002	1-609178-3	0-2-8327992	1611389-2104078-0	0-7267052-2	1611389-5265751-0	4-2-7900002	3916730-2104078-0	3692946-1-4	1-609178-2987195	1-2088359-0	3860361-1-4	6612971-2-2	3816669-2-7900002	3860361-1-5790433	4-1834746-2	1-8531153-2987195	2194985-2104078-0
23	assemblage-895-362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	13
23	assemblage-542-771	35	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	171	0	0	0	0	0	0	69	0	0	45	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	41	61	0	0	0	0	28
23	assemblage-683-732	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	10	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	29	0	0	0	0	0	0	0	0	0	28	0	140	0	0	0	0	16	12	0	0	0	0	0	0	0	0	59	0	0	0	0	15

24	assemblage-895-362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	13
24	assemblage-401-498	0	0	16	0	42	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	31	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	9	37	0	0	0	0	0	0	4	0	67	0	0	0	0	0	29	0	0	0	0	7	0	0	13	0	51	50	0	0	0	0	44
24	assemblage-572-187	0	0	0	0	0	0	0	0	0	71	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	265	0	0	0	0	0	0	0	0	55	0	0	0	0	11

25	assemblage-895-362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	13
25	assemblage-401-498	0	0	16	0	42	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	31	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	9	37	0	0	0	0	0	0	4	0	67	0	0	0	0	0	29	0	0	0	0	7	0	0	13	0	51	50	0	0	0	0	44
25	assemblage-820-776	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	17

26	assemblage-895-362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	13
26	assemblage-401-498	0	0	16	0	42	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	31	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	9	37	0	0	0	0	0	0	4	0	67	0	0	0	0	0	29	0	0	0	0	7	0	0	13	0	51	50	0	0	0	0	44
26	assemblage-478-448	12	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	29	9	0	0	0	0	0	0	0	0	12	0	0	0	0	0	54	0	0	0	0	0	0	0	71	0	0	93	0	0	0	0	25

27	assemblage-895-362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	13
27	assemblage-401-498	0	0	16	0	42	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	31	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	9	37	0	0	0	0	0	0	4	0	67	0	0	0	0	0	29	0	0	0	0	7	0	0	13	0	51	50	0	0	0	0	44
27	assemblage-403-489	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	47	0	0	0	0	0	0	0	0	20	0	0	0	23	0	5	0	0	0	0	0	0	0	0	0	215	0	0	0	6	0	19

28	assemblage-895-362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	13
28	assemblage-401-498	0	0	16	0	42	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	31	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	9	37	0	0	0	0	0	0	4	0	67	0	0	0	0	0	29	0	0	0	0	7	0	0	13	0	51	50	0	0	0	0	44
28	assemblage-683-732	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	10	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	29	0	0	0	0	0	0	0	0	0	28	0	140	0	0	0	0	16	12	0	0	0	0	0	0	0	0	59	0	0	0	0	15

29	assemblage-895-362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	13
29	assemblage-401-498	0	0	16	0	42	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	31	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	9	37	0	0	0	0	0	0	4	0	67	0	0	0	0	0	29	0	0	0	0	7	0	0	13	0	51	50	0	0	0	0	44
29	assemblage-542-771	35	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	171	0	0	0	0	0	0	69	0	0	45	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	41	61	0	0	0	0	28

30	assemblage-895-362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	13
30	assemblage-456-475	10	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	34	9	0	0	0	0	0	0	0	0	14	0	0	0	0	0	65	0	0	0	0	0	0	0	64	0	0	107	0	0	0	0	19
30	assemblage-572-187	0	0	0	0	0	0	0	0	0	71	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	265	0	0	0	0	0	0	0	0	55	0	0	0	0	11

31	assemblage-895-362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	13
31	assemblage-456-475	10	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	34	9	0	0	0	0	0	0	0	0	14	0	0	0	0	0	65	0	0	0	0	0	0	0	64	0	0	107	0	0	0	0	19
31	assemblage-820-776	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	17

32	assemblage-865-372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	19
32	assemblage-478-448	12	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	29	9	0	0	0	0	0	0	0	0	12	0	0	0	0	0	54	0	0	0	0	0	0	0	71	0	0	93	0	0	0	0	25
32	assemblage-572-187	0	0	0	0	0	0	0	0	0	71	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	265	0	0	0	0	0	0	0	0	55	0	0	0	0	11

33	assemblage-865-372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	19
33	assemblage-478-448	12	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	29	9	0	0	0	0	0	0	0	0	12	0	0	0	0	0	54	0	0	0	0	0	0	0	71	0	0	93	0	0	0	0	25
33	assemblage-820-776	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	17

34	assemblage-865-372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	19
34	assemblage-403-489	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	47	0	0	0	0	0	0	0	0	20	0	0	0	23	0	5	0	0	0	0	0	0	0	0	0	215	0	0	0	6	0	19
34	assemblage-820-776	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	17

35	assemblage-865-372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	19
35	assemblage-683-732	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	10	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	29	0	0	0	0	0	0	0	0	0	28	0	140	0	0	0	0	16	12	0	0	0	0	0	0	0	0	59	0	0	0	0	15
35	assemblage-572-187	0	0	0	0	0	0	0	0	0	71	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	265	0	0	0	0	0	0	0	0	55	0	0	0	0	11

36	assemblage-865-372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	19
36	assemblage-542-771	35	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	171	0	0	0	0	0	0	69	0	0	45	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	41	61	0	0	0	0	28
36	assemblage-572-187	0	0	0	0	0	0	0	0	0	71	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	265	0	0	0	0	0	0	0	0	55	0	0	0	0	11

37	assemblage-865-372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	19
37	assemblage-542-771	35	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	171	0	0	0	0	0	0	69	0	0	45	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	41	61	0	0	0	0	28
37	assemblage-820-776	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	17

38	assemblage-865-372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	19
38	assemblage-542-771	35	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	171	0	0	0	0	0	0	69	0	0	45	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	41	61	0	0	0	0	28
38	assemblage-478-448	12	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	29	9	0	0	0	0	0	0	0	0	12	0	0	0	0	0	54	0	0	0	0	0	0	0	71	0	0	93	0	0	0	0	25

39	assemblage-865-372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	19
39	assemblage-542-771	35	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	171	0	0	0	0	0	0	69	0	0	45	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	41	61	0	0	0	0	28
39	assemblage-403-489	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	47	0	0	0	0	0	0	0	0	20	0	0	0	23	0	5	0	0	0	0	0	0	0	0	0	215	0	0	0	6	0	19

40	assemblage-865-372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	19
40	assemblage-542-771	35	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	171	0	0	0	0	0	0	69	0	0	45	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	41	61	0	0	0	0	28
40	assemblage-683-732	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	10	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	29	0	0	0	0	0	0	0	0	0	28	0	140	0	0	0	0	16	12	0	0	0	0	0	0	0	0	59	0	0	0	0	15

41	assemblage-865-372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	19
41	assemblage-401-498	0	0	16	0	42	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	31	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	9	37	0	0	0	0	0	0	4	0	67	0	0	0	0	0	29	0	0	0	0	7	0	0	13	0	51	50	0	0	0	0	44
41	assemblage-572-187	0	0	0	0	0	0	0	0	0	71	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	265	0	0	0	0	0	0	0	0	55	0	0	0	0	11

42	assemblage-865-372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	19
42	assemblage-401-498	0	0	16	0	42	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	31	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	9	37	0	0	0	0	0	0	4	0	67	0	0	0	0	0	29	0	0	0	0	7	0	0	13	0	51	50	0	0	0	0	44
42	assemblage-820-776	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	17

43	assemblage-865-372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	19
43	assemblage-401-498	0	0	16	0	42	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	31	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	9	37	0	0	0	0	0	0	4	0	67	0	0	0	0	0	29	0	0	0	0	7	0	0	13	0	51	50	0	0	0	0	44
43	assemblage-478-448	12	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	29	9	0	0	0	0	0	0	0	0	12	0	0	0	0	0	54	0	0	0	0	0	0	0	71	0	0	93	0	0	0	0	25

44	assemblage-865-372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	19
44	assemblage-401-498	0	0	16	0	42	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	31	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	9	37	0	0	0	0	0	0	4	0	67	0	0	0	0	0	29	0	0	0	0	7	0	0	13	0	51	50	0	0	0	0	44
44	assemblage-403-489	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	47	0	0	0	0	0	0	0	0	20	0	0	0	23	0	5	0	0	0	0	0	0	0	0	0	215	0	0	0	6	0	19

45	assemblage-865-372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	19
45	assemblage-401-498	0	0	16	0	42	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	31	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	9	37	0	0	0	0	0	0	4	0	67	0	0	0	0	0	29	0	0	0	0	7	0	0	13	0	51	50	0	0	0	0	44
45	assemblage-683-732	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	10	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	29	0	0	0	0	0	0	0	0	0	28	0	140	0	0	0	0	16	12	0	0	0	0	0	0	0	0	59	0	0	0	0	15

46	assemblage-865-372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	19
