Assemblage_Name	0-4474100-672762	0-4368169-2	0-2-4879577	0-5044537-672762	1-2104078-0	4657596-1-4416243	7086496-2104078-7196400	1611389-8175911-0	3-7872009-555177	1611389-5042352-7036715	1611389-8121329-7036715	1611389-6057028-0	208094-2104078-0	911775-1-4	2595751-2104078-0	6156290-2-2	7647450-2-2	3860361-1-9144974	7504084-9473803-4879577	1611389-4838428-0	7805722-2-2	3-7872009-4	5929802-609178-4881353	3933815-0-0	0-3439552-2	7423614-2-5236956	1-5127373-0	0-2-4024919	1611389-2104078-2159813	7423614-2-2	3860361-1-5924462	1611389-8168928-0	1-2104078-1115157	1-2-0	3455756-609178-2987195	1611389-8739812-0	6612971-2-8339083	6612971-2238207-2	5929802-609178-882008	6612971-8350744-2	198580-2104078-0	4579966-2-2	1-2104078-4379945	0-7613492-2	1611389-2104078-7196400	0-4474100-911458	2-2-2	3860361-1-3165115	3860361-1-7019667	0-9906468-2	5929802-3730145-882008	0-7883121-2	0-2-2	1-4755279-0	1-9640355-0	0-9473803-4879577	4-2-2	8542170-609178-3	8542170-609178-4881353	0-2-6394737	3-4-3	0-2456051-2	4352848-609178-3	1-5443363-0	7423614-3226426-2	1-0-0	0-5372063-2	1611389-5042352-0	0-2-3162151	1-4904040-2987195	4333501-2-7900002	1-609178-3	0-2-8327992	1611389-2104078-0	0-7267052-2	1611389-5265751-0	4-2-7900002	3916730-2104078-0	3692946-1-4	1-609178-2987195	1-2088359-0	3860361-1-4	6612971-2-2	3816669-2-7900002	3860361-1-5790433	4-1834746-2	1-8531153-2987195	2194985-2104078-0
assemblage-650-347	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	122	0	9	0	0	0	0	0	0	0	38	0	36	0	0	0	0	26	78	0	0	0	0	0	0	0	0	99	0	0	0	0	53
assemblage-643-327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	31	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	83	0	0	0	0	30
assemblage-871-376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	14
assemblage-791-232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	21	369	0	0	0	0	0	0	0	0	11	0	0	0	0	19
assemblage-357-802	36	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	5	56	0	0	0	0	0	0	0	71	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	33
assemblage-340-821	0	0	0	0	131	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	9	0	0	0	0	56	19	0	110	0	0	0	0	0	15	0	43	0	0	0	0	0	0	33	0	7	0	0	0	0	20
assemblage-276-858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	42	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	90	0	0	0	0	26
assemblage-786-244	0	0	0	0	0	0	5	8	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	30
assemblage-861-357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	17
assemblage-979-561	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	29	0	0	0	33	0	0	0	0	0	0	46	0	140	0	0	0	0	0	58	0	0	0	0	16	0	0	0	0	0	0	6	0	0	0	27
assemblage-659-325	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	5	0	7	0	0	40	0	0	0	0	0	0	0	0	0	37	0	127	0	0	0	0	19	13	0	0	0	0	0	0	0	0	71	0	0	0	0	21
assemblage-155-143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	47	5	0	0	0	23	367	0	0	0	0	0	0	0	0	13	0	0	0	0	21
assemblage-690-726	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	8	0	12	0	0	15	0	0	6	0	0	0	0	0	0	34	0	152	0	0	0	0	19	13	0	0	0	0	0	0	0	0	70	0	0	0	0	32
assemblage-806-765	0	0	0	0	0	30	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	16
assemblage-601-997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	19	0	0	0	0	0	0	0	0	5	0	75	0	0	0	0	0	0	6	85	0	255	0	0	6	0	4	18
assemblage-452-448	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	25	0	0	0	31	0	0	0	0	0	0	46	0	123	0	0	0	0	0	57	0	0	0	0	25	0	0	0	0	0	0	12	0	0	0	22
assemblage-554-369	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	29	0	0	0	33	0	0	0	0	0	0	42	0	115	0	0	0	0	0	53	0	0	0	0	16	0	0	0	0	0	0	8	0	0	0	29
assemblage-693-730	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	8	0	4	6	0	27	0	0	0	0	0	0	0	0	0	28	0	144	0	0	0	0	22	10	0	0	0	0	0	0	0	0	66	0	0	0	0	9
assemblage-786-243	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-538-369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	62	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	19
assemblage-799-233	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	108	0	0	0	0	0	0	0	0	13	0	0	0	0	18
assemblage-985-576	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	29	0	0	0	26	0	0	0	0	0	0	55	0	120	0	0	0	0	0	63	0	0	0	0	22	0	0	0	0	0	0	7	0	0	0	26
assemblage-567-211	0	0	0	0	0	0	0	0	0	45	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	277	0	0	0	0	0	0	0	0	58	0	0	0	0	18
assemblage-576-209	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	99	0	0	0	0	0	0	0	0	11	0	0	0	0	19
assemblage-274-849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	38	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	73	0	0	0	0	14
assemblage-673-332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	13	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	22
assemblage-572-187	0	0	0	0	0	0	0	0	0	71	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	265	0	0	0	0	0	0	0	0	55	0	0	0	0	11
assemblage-259-846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	134	0	0	0	0	0	0	0	0	134	0	0	0	0	29
assemblage-407-475	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	28	0	0	0	20	0	0	0	0	0	0	56	0	129	0	0	0	0	0	60	0	0	0	0	33	0	0	0	0	0	0	11	0	0	0	15
assemblage-524-775	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	65	0	0	44	0	0	0	0	33
assemblage-668-723	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	12	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	24	0	140	0	0	0	0	20	11	0	0	0	0	0	0	0	0	65	0	0	0	0	25
assemblage-521-784	0	0	0	0	156	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	0	0	0	0	58	23	0	117	0	0	0	0	0	18	0	36	0	0	0	0	0	0	23	0	5	0	0	0	0	20
assemblage-426-523	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	39	0	1	70	0	0	0	0	32
assemblage-592-990	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	10	0	0	105	0	0	0	99	0	0	0	0	0	0	0	0	88	0	0	0	0	0	18	0	0	6	0	14	0	0	26	0	60	12	0	0	0	0	33
assemblage-145-156	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	121	0	0	0	0	0	0	0	0	8	0	0	0	0	21
assemblage-263-604	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	392	0	0	0	0	0	0	9	0	10	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-104-528	0	0	0	0	121	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	42	16	0	136	0	0	0	0	0	18	0	26	0	0	0	0	0	0	42	0	10	0	0	0	0	42
assemblage-522-778	36	0	0	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	156	0	0	0	0	0	0	71	0	0	53	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	46	61	0	0	0	0	20
assemblage-777-242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	48	3	0	0	0	18	355	0	0	0	0	0	0	0	0	16	0	0	0	0	20
assemblage-864-354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	17
assemblage-400-525	61	0	0	9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	94	0	0	44	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	29	54	0	0	0	0	22
assemblage-386-638	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	135	0	0	0	0	0	0	0	0	4	0	0	0	0	24
assemblage-795-773	0	0	0	0	0	46	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	10
assemblage-684-736	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	7	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	24	0	134	0	0	0	0	13	10	0	0	0	0	0	0	0	0	77	0	0	0	0	25
assemblage-543-345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	62	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	26
assemblage-783-760	0	0	0	0	0	35	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	8
assemblage-799-765	0	0	0	0	0	35	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	13
assemblage-383-529	43	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	15	0	0	0	0	0	0	0	0	8	46	0	0	0	0	0	0	8	57	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	20
assemblage-393-512	30	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	161	0	0	0	0	0	0	78	0	0	58	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	40	53	0	0	0	0	23
assemblage-529-794	31	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	102	0	0	38	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	47	41	0	0	0	0	19
assemblage-334-802	49	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	17	0	0	0	0	0	0	0	0	8	43	0	0	0	0	0	0	0	67	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	24
assemblage-875-352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	18
assemblage-159-186	0	0	0	0	0	0	0	0	0	54	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	266	0	0	0	0	0	0	0	0	62	0	0	0	0	22
assemblage-163-152	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	120	0	0	0	0	0	0	0	0	4	0	0	0	0	22
assemblage-390-496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	51	0	0	0	0	0	0	0	0	32	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	7	0	36
assemblage-831-587	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	30	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	77	0	0	0	0	16
assemblage-574-211	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	8	110	0	0	0	0	0	0	0	0	7	0	0	0	0	18
assemblage-604-990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	15	0	0	0	0	0	0	0	0	5	0	73	0	0	0	0	0	0	12	82	0	231	0	0	8	0	10	21
assemblage-610-1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	8	0	0	0	0	0	0	0	0	2	0	77	0	0	0	0	0	0	8	70	0	252	0	0	8	0	8	17
assemblage-300-847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	35	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	85	0	0	0	0	19
assemblage-105-531	0	0	0	0	144	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	53	11	0	107	0	0	0	0	0	20	0	36	0	0	0	0	0	0	39	0	8	0	0	0	0	34
assemblage-853-344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	15
assemblage-801-782	0	0	0	0	0	41	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	6
assemblage-132-166	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	40
assemblage-532-767	0	0	0	0	145	0	0	0	0	0	0	0	15	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	9	0	0	0	0	64	15	0	116	0	0	0	0	0	15	0	36	0	0	0	0	0	0	26	0	6	0	0	0	0	21
assemblage-547-354	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	55	0	0	0	0	0	0	0	0	18	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	5	0	44
assemblage-550-360	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	50	0	0	0	0	0	0	0	0	20	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	6	0	25
assemblage-976-554	17	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	30	5	0	0	0	0	0	0	0	0	20	0	0	0	0	0	59	0	0	0	0	0	0	0	71	0	0	87	0	0	0	0	25
assemblage-820-776	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	17
assemblage-835-586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	138	0	0	0	0	0	0	0	0	153	0	0	0	0	29
assemblage-550-367	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	31	0	0	0	29	0	0	0	0	0	0	43	0	99	0	0	0	0	0	71	0	0	0	0	28	0	0	0	0	0	0	9	0	0	0	26
