Assemblage_Name	3-3-6499414	1-1-4	0-8979257-51755	0-9199983-7948638	2877316-3-6778825	0-8438668-7948638	3-3-4	0-3-5545170	2-1190081-4597143	0-1-3	3-3-571571	1-1-7303685	0-4108200-7948638	0-1727504-7948638	1-9804472-4	2-5982450-4139302	2-5982450-4689096	2682058-7351496-6778825	3-2781075-4	4632024-3-4	5615473-1-2	3735482-3-4	6922544-7351496-6778825	3-3-7227717	435442-1-4	0-9199983-7462435	1-3-0	2631051-9698154-2	6922544-7351496-3334845	0-6295838-4	2-5573919-2	3-3-3066255	0-3-51755	6922544-2768874-6778825	5064582-1-2	0-3-4	0-3-6778825	2005861-1-2	6294144-3-4	2-1843540-2	0-397275-8806163	0-3-7948638	1-4-1	0-3-6240148	2-1-2	1529192-9199983-7948638	6922544-3-6778825	2-1-773611	1-1-9286512	0-397275-7948638	0-7434139-7948638	1-1-8999420	6884530-1-7303685	2631051-1-2	2-5982450-2	2-1-4597143	2-369943-2
assemblage-635-952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	23	0	27	0	0	0	0	0	0	0	11	0	13
assemblage-910-639	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	30	0	0	0	0	98	0	0	11	7	0	0	0	0	120	0	0	0	0	0	10
assemblage-993-198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	52	0	0	0	0	95	0	0	12	0	0	0	0	0	118	0	0	0	6	0	21
assemblage-389-102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	11	0	8
assemblage-662-774	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	49	0	0	35	0	0	0	0	0	0	0	0	0	257	8	8
assemblage-715-490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	123	0	0	13
assemblage-302-697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	445	0	0	0	0	0	4	0	0	0	0	3	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-647-971	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	220	0	0	0	0	4	0	0	129	0	0	0	0	56	0	11
assemblage-168-833	0	0	0	0	0	0	6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	323	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-692-970	0	278	0	0	0	0	0	0	0	62	0	110	0	0	6	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	20	0	0	0	7
assemblage-672-741	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	7	0	0	0	0	397	0	0	55	0	0	0	0	0	0	0	0	0	0	7	12
assemblage-978-616	4	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-777-922	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	258	0	0	12
assemblage-371-841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	164	0	0	7
assemblage-988-608	0	0	0	0	0	0	326	0	0	0	6	0	0	0	0	0	0	0	0	8	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-754-622	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-560-429	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	5	0	0	0	0	398	0	0	56	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-164-852	0	46	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0	0	0	0	0	6	0	14	3	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-993-593	8	0	0	0	0	0	313	0	0	0	6	0	0	0	0	0	0	0	7	7	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-546-443	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	46	0	0	44	0	0	0	0	0	0	0	0	0	285	11	6
assemblage-593-127	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	34	0	0	25	0	0	0	0	0	0	0	0	0	279	19	3
assemblage-660-956	0	274	0	0	0	0	0	0	0	61	0	124	0	0	6	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	14	0	0	0	3
assemblage-895-636	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	4	212	0	0	0	0	3	0	0	140	0	0	0	0	56	0	7
assemblage-579-127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	13	0	25	0	0	281	0	26	0	0	0	0	0	0	0	0	0	13
assemblage-906-632	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	28	0	0	0	0	99	0	0	8	0	0	0	0	0	118	0	0	0	0	0	14
assemblage-592-140	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	45	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-665-317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	476	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-698-984	0	281	0	0	0	0	0	0	0	55	0	108	0	0	9	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	20
assemblage-845-335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	440	0	0	0	0	0	8	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-765-611	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-822-809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	192	60	0	0	0	0	0	3
assemblage-757-625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-644-313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	483	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-724-779	0	0	0	0	0	0	8	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	340	0	0	4	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-777-936	0	80	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	8	0	0	36	0	20	0	0	3
assemblage-631-942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	16	0	38	0	0	0	0	0	0	0	14	0	5
assemblage-387-106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	10	0	11
assemblage-157-845	0	87	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	11	0	0	47	0	18	0	0	8
assemblage-304-411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	15	11	116	11
assemblage-730-968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	181	0	0	5
assemblage-146-867	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	278	0	0	11
assemblage-944-557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	10	0	23	0	0	238	0	29	0	0	0	0	0	0	0	0	0	17
assemblage-310-410	0	0	0	3	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	189	0	0	9	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-776-918	0	82	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	6	0	0	57	0	14	0	0	12
assemblage-854-806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	421	0	0	0	0	0	7	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-680-956	0	61	0	0	0	0	80	0	0	14	0	23	0	0	0	0	0	0	0	0	0	0	0	42	0	0	16	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	28
assemblage-593-138	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	3	0	0	0	0	383	0	0	61	0	0	0	0	0	0	0	0	0	0	7	12
assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
assemblage-672-971	0	274	0	0	0	0	0	0	0	42	0	142	0	0	6	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	8	0	0	0	7
assemblage-989-198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	16	0	32	0	0	0	0	0	0	0	9	0	11
assemblage-166-848	0	0	0	0	0	0	9	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	320	0	0	2	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-730-776	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	258	0	0	13
assemblage-660-350	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	277	0	0	9
assemblage-646-331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	331	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-440-681	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	58	0	0	0	108	0	0	0	0	90	0	0	4	0	10	0	0	53	21	0	0	0	72	0	15
assemblage-688-473	0	0	0	7	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	192	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-662-757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	18	0	20	0	0	276	0	23	0	0	0	0	0	0	0	0	0	8
assemblage-301-721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	186	44	0	0	0	0	0	8
assemblage-371-810	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	43	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	15	15	108	6
assemblage-532-449	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	55	119	0	0	0	15	0	0	37	23	0	0	0	0	0	0	0	36	5	7	10
assemblage-330-420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	36	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	13	21	114	6
assemblage-904-630	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	44	0	0	0	0	101	0	0	17	0	0	0	0	0	109	0	0	0	5	0	9
assemblage-669-356	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	314	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-699-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	140	0	0	28
assemblage-822-790	0	0	0	0	37	0	0	0	0	0	0	0	0	19	0	28	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	9	37	0	0	0	0	0	13
assemblage-671-975	0	304	0	0	0	0	0	0	0	36	0	112	0	0	9	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	15	0	0	0	12
assemblage-668-761	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	53	101	0	0	0	29	0	0	28	23	0	0	0	0	0	0	0	30	15	0	8
assemblage-385-93	0	0	0	0	29	0	0	0	0	0	0	0	0	18	0	23	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	6	32	0	0	0	0	0	9
assemblage-321-414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	131	0	0	8
assemblage-634-324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	472	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-747-615	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-962-541	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	39	0	0	30	0	0	0	0	0	0	0	0	0	284	14	6
assemblage-945-543	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	49	0	0	41	0	0	0	0	0	0	0	0	0	291	13	5
assemblage-945-540	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	5	0	0	0	0	405	0	0	49	0	0	0	0	0	0	0	0	0	0	6	5
assemblage-963-608	8	0	0	0	0	0	311	0	0	0	6	0	0	0	0	0	0	0	0	10	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-672-983	0	278	0	0	0	0	0	0	0	39	0	140	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10
assemblage-903-635	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	224	0	5
assemblage-592-120	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	43	129	0	0	0	24	0	0	32	19	0	0	0	0	0	0	0	53	7	7	4
assemblage-437-684	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	47	0	0	0	0	0	0	0	2	0	0	0	0	218	0	6
assemblage-721-963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	123	0	0	8
assemblage-777-895	0	0	0	0	0	0	8	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	334	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-566-435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	14	0	26	0	0	269	0	21	0	0	0	0	0	0	0	0	0	18
assemblage-635-293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	479	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-923-557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	18	0	32	0	0	263	0	29	0	0	0	0	0	0	0	0	0	13
assemblage-171-856	0	0	0	0	0	0	6	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	306	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-656-339	0	37	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	19
